Risk group,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Older adults (65+ years),Persons,Western NSW LHD,2020-2021,229.6,202.1,259.8
Older adults (65+ years),Persons,Far West LHD,2011-2012,231.6,152.1,338.1
Older adults (65+ years),Persons,Far West LHD,2012-2013,350,250.4,475.8
Older adults (65+ years),Persons,Far West LHD,2013-2014,298.8,208.4,415.1
Older adults (65+ years),Persons,Far West LHD,2014-2015,309.2,216.7,427.5
Older adults (65+ years),Persons,Far West LHD,2015-2016,283.7,196.7,396.4
Older adults (65+ years),Persons,Far West LHD,2016-2017,192.2,122.4,287.7
Older adults (65+ years),Persons,Far West LHD,2017-2018,222.5,146,324.7
Older adults (65+ years),Persons,Far West LHD,2018-2019,266.9,182,377.5
Older adults (65+ years),Persons,Far West LHD,2019-2020,329.8,235,449.9
Older adults (65+ years),Persons,Far West LHD,2020-2021,277,192.4,386.1
Older adults (65+ years),Persons,All LHDs,2011-2012,165,159.7,170.5
Older adults (65+ years),Persons,All LHDs,2012-2013,169.3,163.9,174.7
Older adults (65+ years),Persons,All LHDs,2013-2014,173.6,168.2,179.1
Older adults (65+ years),Persons,All LHDs,2014-2015,175.8,170.4,181.2
Older adults (65+ years),Persons,All LHDs,2015-2016,178.7,173.4,184.1
Older adults (65+ years),Persons,All LHDs,2016-2017,185.5,180.2,191
Older adults (65+ years),Persons,All LHDs,2017-2018,174.1,169,179.3
Older adults (65+ years),Persons,All LHDs,2018-2019,163,158.1,168
Older adults (65+ years),Persons,All LHDs,2019-2020,154.9,150.2,159.6
Older adults (65+ years),Persons,All LHDs,2020-2021,144.3,139.9,148.9
All ages,Males,Sydney LHD,2011-2012,26.5,22.2,31.5
All ages,Males,Sydney LHD,2012-2013,27.8,23.4,32.7
All ages,Males,Sydney LHD,2013-2014,31.1,26.6,36.3
All ages,Males,Sydney LHD,2014-2015,29.5,25.1,34.4
All ages,Males,Sydney LHD,2015-2016,23.3,19.5,27.7
All ages,Males,Sydney LHD,2016-2017,24.5,20.7,28.9
All ages,Males,Sydney LHD,2017-2018,26,22,30.4
All ages,Males,Sydney LHD,2018-2019,23.4,19.7,27.5
All ages,Males,Sydney LHD,2019-2020,20.2,16.8,24
All ages,Males,Sydney LHD,2020-2021,21.6,18.2,25.5
All ages,Males,South Western Sydney LHD,2011-2012,29,25.1,33.3
All ages,Males,South Western Sydney LHD,2012-2013,30.2,26.3,34.5
All ages,Males,South Western Sydney LHD,2013-2014,31.9,27.9,36.2
All ages,Males,South Western Sydney LHD,2014-2015,29.3,25.6,33.3
All ages,Males,South Western Sydney LHD,2015-2016,29.5,25.9,33.5
All ages,Males,South Western Sydney LHD,2016-2017,33.6,29.8,37.7
All ages,Males,South Western Sydney LHD,2017-2018,28.7,25.3,32.5
All ages,Males,South Western Sydney LHD,2018-2019,23.4,20.4,26.7
All ages,Males,South Western Sydney LHD,2019-2020,24.2,21.2,27.5
All ages,Males,South Western Sydney LHD,2020-2021,23.3,20.4,26.5
All ages,Males,South Eastern Sydney LHD,2011-2012,18.8,16,22
All ages,Males,South Eastern Sydney LHD,2012-2013,21.5,18.5,24.8
All ages,Males,South Eastern Sydney LHD,2013-2014,22.1,19.1,25.5
All ages,Males,South Eastern Sydney LHD,2014-2015,20.3,17.5,23.4
All ages,Males,South Eastern Sydney LHD,2015-2016,18.1,15.5,21
All ages,Males,South Eastern Sydney LHD,2016-2017,19.4,16.7,22.4
All ages,Males,South Eastern Sydney LHD,2017-2018,18.5,15.9,21.4
All ages,Males,South Eastern Sydney LHD,2018-2019,14.6,12.4,17.2
All ages,Males,South Eastern Sydney LHD,2019-2020,16.1,13.8,18.8
All ages,Males,South Eastern Sydney LHD,2020-2021,16.2,13.9,18.8
All ages,Males,Illawarra Shoalhaven LHD,2011-2012,34,29,39.6
All ages,Males,Illawarra Shoalhaven LHD,2012-2013,33.5,28.6,39
All ages,Males,Illawarra Shoalhaven LHD,2013-2014,36.2,31.2,41.8
All ages,Males,Illawarra Shoalhaven LHD,2014-2015,34.7,29.9,40.1
All ages,Males,Illawarra Shoalhaven LHD,2015-2016,34.7,30,40.1
All ages,Males,Illawarra Shoalhaven LHD,2016-2017,34.2,29.5,39.4
All ages,Males,Illawarra Shoalhaven LHD,2017-2018,30.4,26.1,35.4
All ages,Males,Illawarra Shoalhaven LHD,2018-2019,28.4,24.2,33.1
All ages,Males,Illawarra Shoalhaven LHD,2019-2020,30.5,26.2,35.3
All ages,Males,Illawarra Shoalhaven LHD,2020-2021,31.2,27,36.1
All ages,Males,Western Sydney LHD,2011-2012,26.2,22.2,30.8
All ages,Males,Western Sydney LHD,2012-2013,27.1,23.1,31.6
All ages,Males,Western Sydney LHD,2013-2014,30.6,26.3,35.2
All ages,Males,Western Sydney LHD,2014-2015,31.9,27.7,36.5
All ages,Males,Western Sydney LHD,2015-2016,30.3,26.3,34.7
All ages,Males,Western Sydney LHD,2016-2017,29.3,25.5,33.6
All ages,Males,Western Sydney LHD,2017-2018,23.9,20.5,27.7
All ages,Males,Western Sydney LHD,2018-2019,23.2,19.9,26.9
All ages,Males,Western Sydney LHD,2019-2020,24.5,21.2,28.1
All ages,Males,Western Sydney LHD,2020-2021,20.7,17.7,24
All ages,Males,Nepean Blue Mountains LHD,2011-2012,28.6,22.4,35.9
All ages,Males,Nepean Blue Mountains LHD,2012-2013,30.7,24.4,38.1
All ages,Males,Nepean Blue Mountains LHD,2013-2014,33,26.6,40.4
All ages,Males,Nepean Blue Mountains LHD,2014-2015,35.2,28.8,42.6
All ages,Males,Nepean Blue Mountains LHD,2015-2016,39.4,32.7,47
All ages,Males,Nepean Blue Mountains LHD,2016-2017,40.6,33.9,48.3
All ages,Males,Nepean Blue Mountains LHD,2017-2018,33.3,27.3,40.1
All ages,Males,Nepean Blue Mountains LHD,2018-2019,27.1,21.8,33.2
All ages,Males,Nepean Blue Mountains LHD,2019-2020,25,20,30.8
All ages,Males,Nepean Blue Mountains LHD,2020-2021,22.4,17.9,27.8
All ages,Males,Northern Sydney LHD,2011-2012,17.6,15,20.5
All ages,Males,Northern Sydney LHD,2012-2013,17.1,14.6,20
All ages,Males,Northern Sydney LHD,2013-2014,14.8,12.5,17.4
All ages,Males,Northern Sydney LHD,2014-2015,14.3,12.1,16.9
All ages,Males,Northern Sydney LHD,2015-2016,14,11.9,16.5
All ages,Males,Northern Sydney LHD,2016-2017,14,11.8,16.4
All ages,Males,Northern Sydney LHD,2017-2018,12.2,10.2,14.4
All ages,Males,Northern Sydney LHD,2018-2019,11,9.2,13.2
All ages,Males,Northern Sydney LHD,2019-2020,11,9.2,13.1
All ages,Males,Northern Sydney LHD,2020-2021,11.5,9.6,13.6
All ages,Males,Central Coast LHD,2011-2012,33.1,27.9,39.1
All ages,Males,Central Coast LHD,2012-2013,37.2,31.7,43.4
All ages,Males,Central Coast LHD,2013-2014,40.9,35.2,47.3
All ages,Males,Central Coast LHD,2014-2015,43.1,37.3,49.6
All ages,Males,Central Coast LHD,2015-2016,40,34.5,46.3
All ages,Males,Central Coast LHD,2016-2017,39.6,34.2,45.7
All ages,Males,Central Coast LHD,2017-2018,40.6,35.2,46.7
All ages,Males,Central Coast LHD,2018-2019,41.1,35.7,47.2
All ages,Males,Central Coast LHD,2019-2020,34.8,29.8,40.5
All ages,Males,Central Coast LHD,2020-2021,29.3,24.8,34.4
All ages,Males,Hunter New England LHD,2011-2012,34.3,30.8,38
All ages,Males,Hunter New England LHD,2012-2013,34.8,31.4,38.5
All ages,Males,Hunter New England LHD,2013-2014,33.8,30.5,37.5
All ages,Males,Hunter New England LHD,2014-2015,33.9,30.6,37.5
All ages,Males,Hunter New England LHD,2015-2016,35,31.6,38.6
All ages,Males,Hunter New England LHD,2016-2017,38.9,35.4,42.7
All ages,Males,Hunter New England LHD,2017-2018,37.2,33.9,40.9
All ages,Males,Hunter New England LHD,2018-2019,32.6,29.5,36
All ages,Males,Hunter New England LHD,2019-2020,30.4,27.5,33.6
All ages,Males,Hunter New England LHD,2020-2021,28.6,25.8,31.6
All ages,Males,Northern NSW LHD,2011-2012,31.5,26.4,37.5
All ages,Males,Northern NSW LHD,2012-2013,31.3,26.2,37.2
All ages,Males,Northern NSW LHD,2013-2014,27.7,23,33.3
All ages,Males,Northern NSW LHD,2014-2015,29,24.2,34.5
All ages,Males,Northern NSW LHD,2015-2016,31.3,26.5,37
All ages,Males,Northern NSW LHD,2016-2017,29.7,25,35.2
All ages,Males,Northern NSW LHD,2017-2018,30.1,25.4,35.5
All ages,Males,Northern NSW LHD,2018-2019,31.3,26.6,36.8
All ages,Males,Northern NSW LHD,2019-2020,32.5,27.7,38
All ages,Males,Northern NSW LHD,2020-2021,28.2,23.7,33.4
All ages,Males,Mid North Coast LHD,2011-2012,38.8,32.3,46.5
All ages,Males,Mid North Coast LHD,2012-2013,40,33.4,47.7
All ages,Males,Mid North Coast LHD,2013-2014,38.4,32,45.9
All ages,Males,Mid North Coast LHD,2014-2015,33.7,27.8,40.7
All ages,Males,Mid North Coast LHD,2015-2016,35.3,29.4,42.3
All ages,Males,Mid North Coast LHD,2016-2017,38.9,32.8,46.1
All ages,Males,Mid North Coast LHD,2017-2018,36.5,30.6,43.4
All ages,Males,Mid North Coast LHD,2018-2019,36.2,30.5,42.9
All ages,Males,Mid North Coast LHD,2019-2020,32.4,27.1,38.8
All ages,Males,Mid North Coast LHD,2020-2021,27.5,22.6,33.4
All ages,Males,Southern NSW LHD,2011-2012,37,29.6,45.7
All ages,Males,Southern NSW LHD,2012-2013,33.2,26.4,41.4
All ages,Males,Southern NSW LHD,2013-2014,29.3,23,36.8
All ages,Males,Southern NSW LHD,2014-2015,33.4,26.8,41.3
All ages,Males,Southern NSW LHD,2015-2016,33.4,26.9,41.2
All ages,Males,Southern NSW LHD,2016-2017,36,29.3,43.9
All ages,Males,Southern NSW LHD,2017-2018,38.9,32,46.9
All ages,Males,Southern NSW LHD,2018-2019,38.6,31.9,46.5
All ages,Males,Southern NSW LHD,2019-2020,35.4,29.1,42.9
All ages,Males,Southern NSW LHD,2020-2021,32.6,26.6,39.7
All ages,Males,Murrumbidgee LHD,2011-2012,35,28.6,42.6
All ages,Males,Murrumbidgee LHD,2012-2013,33.8,27.6,41.1
All ages,Males,Murrumbidgee LHD,2013-2014,35.8,29.5,43.1
All ages,Males,Murrumbidgee LHD,2014-2015,39.2,32.7,46.8
All ages,Males,Murrumbidgee LHD,2015-2016,36.2,30,43.5
All ages,Males,Murrumbidgee LHD,2016-2017,31.9,26.2,38.6
All ages,Males,Murrumbidgee LHD,2017-2018,35.8,29.8,42.9
All ages,Males,Murrumbidgee LHD,2018-2019,38.2,32,45.5
All ages,Males,Murrumbidgee LHD,2019-2020,34.7,28.8,41.5
All ages,Males,Murrumbidgee LHD,2020-2021,34.3,28.5,40.9
All ages,Males,Western NSW LHD,2011-2012,47,39.6,55.5
All ages,Males,Western NSW LHD,2012-2013,46.1,38.9,54.4
All ages,Males,Western NSW LHD,2013-2014,46.8,39.7,54.9
All ages,Males,Western NSW LHD,2014-2015,48.7,41.6,56.8
All ages,Males,Western NSW LHD,2015-2016,52.5,45,60.8
All ages,Males,Western NSW LHD,2016-2017,57.4,49.7,66
All ages,Males,Western NSW LHD,2017-2018,53.5,46.2,61.6
All ages,Males,Western NSW LHD,2018-2019,44.4,37.9,51.8
All ages,Males,Western NSW LHD,2019-2020,39.5,33.5,46.4
All ages,Males,Western NSW LHD,2020-2021,37.6,31.8,44.2
All ages,Males,Far West LHD,2011-2012,38.5,21.4,64.9
All ages,Males,Far West LHD,2012-2013,56.2,35.1,86.3
All ages,Males,Far West LHD,2013-2014,49,29.9,77.1
All ages,Males,Far West LHD,2014-2015,59.1,37.8,89.2
All ages,Males,Far West LHD,2015-2016,60.6,39.1,91
All ages,Males,Far West LHD,2016-2017,46.1,27.3,74
All ages,Males,Far West LHD,2017-2018,52.7,32.7,81.8
All ages,Males,Far West LHD,2018-2019,50.2,31.3,77.9
All ages,Males,Far West LHD,2019-2020,56.6,36.2,86
All ages,Males,Far West LHD,2020-2021,54.9,35.1,83.6
All ages,Males,All LHDs,2011-2012,29.5,28.2,30.7
All ages,Males,All LHDs,2012-2013,30.4,29.1,31.6
All ages,Males,All LHDs,2013-2014,30.8,29.5,32
All ages,Males,All LHDs,2014-2015,30.6,29.4,31.8
All ages,Males,All LHDs,2015-2016,30.1,29,31.3
All ages,Males,All LHDs,2016-2017,31.1,30,32.3
All ages,Males,All LHDs,2017-2018,29.2,28.1,30.3
All ages,Males,All LHDs,2018-2019,26.7,25.6,27.8
All ages,Males,All LHDs,2019-2020,25.8,24.8,26.8
All ages,Males,All LHDs,2020-2021,24.4,23.4,25.4
All ages,Females,Sydney LHD,2011-2012,14,11.3,17.3
All ages,Females,Sydney LHD,2012-2013,13.1,10.5,16.2
All ages,Females,Sydney LHD,2013-2014,10.5,8.2,13.3
All ages,Females,Sydney LHD,2014-2015,11.1,8.8,13.9
All ages,Females,Sydney LHD,2015-2016,12.1,9.7,15
All ages,Females,Sydney LHD,2016-2017,11.1,8.8,13.8
All ages,Females,Sydney LHD,2017-2018,10.9,8.7,13.6
All ages,Females,Sydney LHD,2018-2019,11.3,9,14
All ages,Females,Sydney LHD,2019-2020,10,7.8,12.6
All ages,Females,Sydney LHD,2020-2021,9.8,7.7,12.4
All ages,Females,South Western Sydney LHD,2011-2012,19.6,16.9,22.7
All ages,Females,South Western Sydney LHD,2012-2013,19.6,16.9,22.7
All ages,Females,South Western Sydney LHD,2013-2014,19,16.3,21.9
All ages,Females,South Western Sydney LHD,2014-2015,19,16.4,21.9
All ages,Females,South Western Sydney LHD,2015-2016,21.3,18.5,24.3
All ages,Females,South Western Sydney LHD,2016-2017,22.1,19.4,25.2
All ages,Females,South Western Sydney LHD,2017-2018,20.5,18,23.4
All ages,Females,South Western Sydney LHD,2018-2019,19.1,16.6,21.8
All ages,Females,South Western Sydney LHD,2019-2020,17.1,14.8,19.6
All ages,Females,South Western Sydney LHD,2020-2021,15.4,13.3,17.8
All ages,Females,South Eastern Sydney LHD,2011-2012,11.9,10,14.1
All ages,Females,South Eastern Sydney LHD,2012-2013,13.1,11.1,15.4
All ages,Females,South Eastern Sydney LHD,2013-2014,13.9,11.9,16.3
All ages,Females,South Eastern Sydney LHD,2014-2015,13.6,11.6,15.9
All ages,Females,South Eastern Sydney LHD,2015-2016,14.1,12,16.4
All ages,Females,South Eastern Sydney LHD,2016-2017,15.8,13.7,18.3
All ages,Females,South Eastern Sydney LHD,2017-2018,15.2,13.2,17.6
All ages,Females,South Eastern Sydney LHD,2018-2019,13.9,11.9,16.2
All ages,Females,South Eastern Sydney LHD,2019-2020,14.1,12,16.4
All ages,Females,South Eastern Sydney LHD,2020-2021,12,10.2,14.1
All ages,Females,Illawarra Shoalhaven LHD,2011-2012,20.3,16.9,24.4
All ages,Females,Illawarra Shoalhaven LHD,2012-2013,20.5,17.1,24.5
All ages,Females,Illawarra Shoalhaven LHD,2013-2014,23.6,20,27.9
All ages,Females,Illawarra Shoalhaven LHD,2014-2015,25.1,21.3,29.5
All ages,Females,Illawarra Shoalhaven LHD,2015-2016,24.9,21.2,29.2
All ages,Females,Illawarra Shoalhaven LHD,2016-2017,27.3,23.5,31.6
All ages,Females,Illawarra Shoalhaven LHD,2017-2018,25,21.4,29.1
All ages,Females,Illawarra Shoalhaven LHD,2018-2019,24.2,20.7,28.2
All ages,Females,Illawarra Shoalhaven LHD,2019-2020,24.5,21,28.5
All ages,Females,Illawarra Shoalhaven LHD,2020-2021,23.2,19.8,27.1
All ages,Females,Western Sydney LHD,2011-2012,16.8,14,20
All ages,Females,Western Sydney LHD,2012-2013,16,13.4,19
All ages,Females,Western Sydney LHD,2013-2014,16.3,13.8,19.3
All ages,Females,Western Sydney LHD,2014-2015,16.3,13.7,19.2
All ages,Females,Western Sydney LHD,2015-2016,18.2,15.4,21.3
All ages,Females,Western Sydney LHD,2016-2017,19,16.2,22.1
All ages,Females,Western Sydney LHD,2017-2018,16.5,14,19.3
All ages,Females,Western Sydney LHD,2018-2019,16,13.5,18.7
All ages,Females,Western Sydney LHD,2019-2020,13.5,11.3,16
All ages,Females,Western Sydney LHD,2020-2021,13.8,11.6,16.2
All ages,Females,Nepean Blue Mountains LHD,2011-2012,26.3,21.3,32.2
All ages,Females,Nepean Blue Mountains LHD,2012-2013,26.9,22,32.7
All ages,Females,Nepean Blue Mountains LHD,2013-2014,26.4,21.5,32.1
All ages,Females,Nepean Blue Mountains LHD,2014-2015,28.4,23.3,34.2
All ages,Females,Nepean Blue Mountains LHD,2015-2016,27.7,22.8,33.3
All ages,Females,Nepean Blue Mountains LHD,2016-2017,27.1,22.4,32.6
All ages,Females,Nepean Blue Mountains LHD,2017-2018,26.4,21.8,31.7
All ages,Females,Nepean Blue Mountains LHD,2018-2019,24.3,20,29.4
All ages,Females,Nepean Blue Mountains LHD,2019-2020,21.9,17.9,26.6
All ages,Females,Nepean Blue Mountains LHD,2020-2021,20.1,16.3,24.5
All ages,Females,Northern Sydney LHD,2011-2012,11.6,9.8,13.7
All ages,Females,Northern Sydney LHD,2012-2013,10.8,9.1,12.7
All ages,Females,Northern Sydney LHD,2013-2014,11.5,9.7,13.5
All ages,Females,Northern Sydney LHD,2014-2015,12.3,10.5,14.4
All ages,Females,Northern Sydney LHD,2015-2016,12.6,10.7,14.6
All ages,Females,Northern Sydney LHD,2016-2017,12.1,10.4,14.1
All ages,Females,Northern Sydney LHD,2017-2018,11,9.4,12.9
All ages,Females,Northern Sydney LHD,2018-2019,10.1,8.6,11.9
All ages,Females,Northern Sydney LHD,2019-2020,8.8,7.3,10.5
All ages,Females,Northern Sydney LHD,2020-2021,7.9,6.6,9.5
All ages,Females,Central Coast LHD,2011-2012,24.9,20.9,29.6
All ages,Females,Central Coast LHD,2012-2013,27.9,23.6,32.8
All ages,Females,Central Coast LHD,2013-2014,24.9,20.9,29.6
All ages,Females,Central Coast LHD,2014-2015,25.3,21.3,29.9
All ages,Females,Central Coast LHD,2015-2016,28.2,24.1,33
All ages,Females,Central Coast LHD,2016-2017,33.1,28.5,38.2
All ages,Females,Central Coast LHD,2017-2018,33.9,29.3,39.1
All ages,Females,Central Coast LHD,2018-2019,31.6,27.2,36.5
All ages,Females,Central Coast LHD,2019-2020,29.6,25.4,34.4
All ages,Females,Central Coast LHD,2020-2021,27.9,23.9,32.4
All ages,Females,Hunter New England LHD,2011-2012,19.1,16.8,21.6
All ages,Females,Hunter New England LHD,2012-2013,21.9,19.5,24.7
All ages,Females,Hunter New England LHD,2013-2014,25.2,22.6,28.1
All ages,Females,Hunter New England LHD,2014-2015,25.4,22.8,28.2
All ages,Females,Hunter New England LHD,2015-2016,25.3,22.8,28.1
All ages,Females,Hunter New England LHD,2016-2017,25.4,22.8,28.1
All ages,Females,Hunter New England LHD,2017-2018,23.5,21.1,26.2
All ages,Females,Hunter New England LHD,2018-2019,24.6,22.2,27.3
All ages,Females,Hunter New England LHD,2019-2020,24.1,21.7,26.8
All ages,Females,Hunter New England LHD,2020-2021,22.4,20.2,24.9
All ages,Females,Northern NSW LHD,2011-2012,21.4,17.5,26.1
All ages,Females,Northern NSW LHD,2012-2013,17.3,13.9,21.5
All ages,Females,Northern NSW LHD,2013-2014,17.4,14.1,21.5
All ages,Females,Northern NSW LHD,2014-2015,18.6,15.1,22.8
All ages,Females,Northern NSW LHD,2015-2016,20.5,17,24.8
All ages,Females,Northern NSW LHD,2016-2017,22.1,18.5,26.6
All ages,Females,Northern NSW LHD,2017-2018,22.6,18.8,27.1
All ages,Females,Northern NSW LHD,2018-2019,22.8,19,27.3
All ages,Females,Northern NSW LHD,2019-2020,21.9,18.2,26.2
All ages,Females,Northern NSW LHD,2020-2021,19.4,16,23.5
All ages,Females,Mid North Coast LHD,2011-2012,18.8,14.8,23.9
All ages,Females,Mid North Coast LHD,2012-2013,20,15.8,25.3
All ages,Females,Mid North Coast LHD,2013-2014,25.9,21,31.8
All ages,Females,Mid North Coast LHD,2014-2015,24.5,19.9,30.1
All ages,Females,Mid North Coast LHD,2015-2016,21,16.8,26.3
All ages,Females,Mid North Coast LHD,2016-2017,22.5,18.2,27.8
All ages,Females,Mid North Coast LHD,2017-2018,24.4,20,29.7
All ages,Females,Mid North Coast LHD,2018-2019,29,24.3,34.7
All ages,Females,Mid North Coast LHD,2019-2020,25.9,21.4,31.3
All ages,Females,Mid North Coast LHD,2020-2021,22.9,18.7,28.1
All ages,Females,Southern NSW LHD,2011-2012,21.8,16.6,28.3
All ages,Females,Southern NSW LHD,2012-2013,22.4,17.2,28.9
All ages,Females,Southern NSW LHD,2013-2014,29.2,23.4,36.4
All ages,Females,Southern NSW LHD,2014-2015,32.9,26.8,40.3
All ages,Females,Southern NSW LHD,2015-2016,28.6,22.9,35.4
All ages,Females,Southern NSW LHD,2016-2017,27.4,22,34.1
All ages,Females,Southern NSW LHD,2017-2018,30.8,25.1,37.7
All ages,Females,Southern NSW LHD,2018-2019,29.4,23.8,36.1
All ages,Females,Southern NSW LHD,2019-2020,24,19.1,30
All ages,Females,Southern NSW LHD,2020-2021,22.1,17.6,27.8
All ages,Females,Murrumbidgee LHD,2011-2012,19.9,15.6,25.2
All ages,Females,Murrumbidgee LHD,2012-2013,19.7,15.4,24.9
All ages,Females,Murrumbidgee LHD,2013-2014,21.5,17.1,27
All ages,Females,Murrumbidgee LHD,2014-2015,26.9,21.9,32.9
All ages,Females,Murrumbidgee LHD,2015-2016,31.4,26.1,37.8
All ages,Females,Murrumbidgee LHD,2016-2017,28.2,23.1,34.2
All ages,Females,Murrumbidgee LHD,2017-2018,23,18.5,28.5
All ages,Females,Murrumbidgee LHD,2018-2019,27.9,23,33.8
All ages,Females,Murrumbidgee LHD,2019-2020,29,24,34.9
All ages,Females,Murrumbidgee LHD,2020-2021,24.8,20.3,30.2
All ages,Females,Western NSW LHD,2011-2012,25.2,20.4,31
All ages,Females,Western NSW LHD,2012-2013,27.1,22.1,33
All ages,Females,Western NSW LHD,2013-2014,27.3,22.3,33.2
All ages,Females,Western NSW LHD,2014-2015,31.1,25.8,37.2
All ages,Females,Western NSW LHD,2015-2016,40.1,34.1,46.9
All ages,Females,Western NSW LHD,2016-2017,46.4,40,53.7
All ages,Females,Western NSW LHD,2017-2018,38.8,33,45.5
All ages,Females,Western NSW LHD,2018-2019,32,26.9,38
All ages,Females,Western NSW LHD,2019-2020,32,27,37.9
All ages,Females,Western NSW LHD,2020-2021,31,26,36.9
All ages,Females,Far West LHD,2011-2012,30.9,17.1,53.3
All ages,Females,Far West LHD,2012-2013,41.6,25.8,65.6
All ages,Females,Far West LHD,2013-2014,32.2,18.7,54
All ages,Females,Far West LHD,2014-2015,27.8,15,49.3
All ages,Females,Far West LHD,2015-2016,25.8,13.2,47.3
All ages,Females,Far West LHD,2016-2017,18.9,8.4,38.6
All ages,Females,Far West LHD,2017-2018,20.7,9.4,41.5
All ages,Females,Far West LHD,2018-2019,28.1,14.5,50.9
All ages,Females,Far West LHD,2019-2020,36.3,21.3,59.9
All ages,Females,Far West LHD,2020-2021,27.5,15.2,48.4
All ages,Females,All LHDs,2011-2012,18,17.2,18.9
All ages,Females,All LHDs,2012-2013,18.6,17.7,19.4
All ages,Females,All LHDs,2013-2014,19.5,18.6,20.4
All ages,Females,All LHDs,2014-2015,20.2,19.3,21.1
All ages,Females,All LHDs,2015-2016,21.2,20.3,22.1
All ages,Females,All LHDs,2016-2017,22,21.1,22.9
All ages,Females,All LHDs,2017-2018,20.7,19.9,21.6
All ages,Females,All LHDs,2018-2019,20.3,19.5,21.2
All ages,Females,All LHDs,2019-2020,19.1,18.3,19.9
All ages,Females,All LHDs,2020-2021,17.5,16.7,18.3
All ages,Persons,Sydney LHD,2011-2012,19.1,16.7,21.8
All ages,Persons,Sydney LHD,2012-2013,19.4,17,22.1
All ages,Persons,Sydney LHD,2013-2014,19.4,17,22
All ages,Persons,Sydney LHD,2014-2015,19.1,16.7,21.7
All ages,Persons,Sydney LHD,2015-2016,17.1,14.9,19.5
All ages,Persons,Sydney LHD,2016-2017,17.1,14.9,19.5
All ages,Persons,Sydney LHD,2017-2018,17.6,15.4,20
All ages,Persons,Sydney LHD,2018-2019,16.6,14.5,19
All ages,Persons,Sydney LHD,2019-2020,14.5,12.5,16.7
All ages,Persons,Sydney LHD,2020-2021,15.1,13.1,17.2
All ages,Persons,South Western Sydney LHD,2011-2012,23.4,21.1,25.9
All ages,Persons,South Western Sydney LHD,2012-2013,23.9,21.6,26.3
All ages,Persons,South Western Sydney LHD,2013-2014,24.3,22,26.7
All ages,Persons,South Western Sydney LHD,2014-2015,23.4,21.2,25.7
All ages,Persons,South Western Sydney LHD,2015-2016,24.8,22.5,27.1
All ages,Persons,South Western Sydney LHD,2016-2017,27,24.8,29.5
All ages,Persons,South Western Sydney LHD,2017-2018,23.9,21.8,26.1
All ages,Persons,South Western Sydney LHD,2018-2019,20.8,18.9,22.8
All ages,Persons,South Western Sydney LHD,2019-2020,20.1,18.3,22.1
All ages,Persons,South Western Sydney LHD,2020-2021,18.8,17,20.7
All ages,Persons,South Eastern Sydney LHD,2011-2012,14.8,13.2,16.6
All ages,Persons,South Eastern Sydney LHD,2012-2013,16.5,14.8,18.4
All ages,Persons,South Eastern Sydney LHD,2013-2014,17.4,15.6,19.3
All ages,Persons,South Eastern Sydney LHD,2014-2015,16.3,14.7,18.1
All ages,Persons,South Eastern Sydney LHD,2015-2016,15.7,14,17.4
All ages,Persons,South Eastern Sydney LHD,2016-2017,17.4,15.7,19.2
All ages,Persons,South Eastern Sydney LHD,2017-2018,16.7,15.1,18.5
All ages,Persons,South Eastern Sydney LHD,2018-2019,14.1,12.6,15.8
All ages,Persons,South Eastern Sydney LHD,2019-2020,14.8,13.3,16.5
All ages,Persons,South Eastern Sydney LHD,2020-2021,13.7,12.2,15.2
All ages,Persons,Illawarra Shoalhaven LHD,2011-2012,26.1,23.1,29.3
All ages,Persons,Illawarra Shoalhaven LHD,2012-2013,26,23.2,29.2
All ages,Persons,Illawarra Shoalhaven LHD,2013-2014,29,26,32.3
All ages,Persons,Illawarra Shoalhaven LHD,2014-2015,29.1,26.1,32.4
All ages,Persons,Illawarra Shoalhaven LHD,2015-2016,29.1,26.1,32.3
All ages,Persons,Illawarra Shoalhaven LHD,2016-2017,30.3,27.3,33.5
All ages,Persons,Illawarra Shoalhaven LHD,2017-2018,27.4,24.6,30.5
All ages,Persons,Illawarra Shoalhaven LHD,2018-2019,25.9,23.2,28.8
All ages,Persons,Illawarra Shoalhaven LHD,2019-2020,26.9,24.2,29.9
All ages,Persons,Illawarra Shoalhaven LHD,2020-2021,26.8,24.1,29.7
All ages,Persons,Western Sydney LHD,2011-2012,20.3,18,22.8
All ages,Persons,Western Sydney LHD,2012-2013,20.5,18.2,23
All ages,Persons,Western Sydney LHD,2013-2014,22.2,19.8,24.7
All ages,Persons,Western Sydney LHD,2014-2015,22.7,20.4,25.2
All ages,Persons,Western Sydney LHD,2015-2016,23.1,20.8,25.6
All ages,Persons,Western Sydney LHD,2016-2017,23.3,21,25.7
All ages,Persons,Western Sydney LHD,2017-2018,19.6,17.5,21.8
All ages,Persons,Western Sydney LHD,2018-2019,19,17.1,21.2
All ages,Persons,Western Sydney LHD,2019-2020,18.3,16.4,20.4
All ages,Persons,Western Sydney LHD,2020-2021,16.8,15,18.7
All ages,Persons,Nepean Blue Mountains LHD,2011-2012,27.1,23.2,31.5
All ages,Persons,Nepean Blue Mountains LHD,2012-2013,28.3,24.4,32.6
All ages,Persons,Nepean Blue Mountains LHD,2013-2014,28.7,24.8,33
All ages,Persons,Nepean Blue Mountains LHD,2014-2015,30.8,26.8,35.2
