Disease type,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Remaining respiratory diseases,Northern NSW LHD,2009-2011,9.3,7.8,11.1
Remaining respiratory diseases,Northern NSW LHD,2010-2012,10.1,8.5,11.9
Remaining respiratory diseases,Northern NSW LHD,2011-2013,9.2,7.7,10.9
Remaining respiratory diseases,Northern NSW LHD,2012-2014,8.9,7.4,10.6
Remaining respiratory diseases,Northern NSW LHD,2013-2015,7.3,6,8.8
Remaining respiratory diseases,Northern NSW LHD,2014-2016,8.4,7.1,10.1
Remaining respiratory diseases,Northern NSW LHD,2015-2017,8.7,7.3,10.3
Remaining respiratory diseases,Northern NSW LHD,2016-2018,8.3,7,9.8
Remaining respiratory diseases,Northern NSW LHD,2017-2019,7.6,6.3,9.1
Remaining respiratory diseases,Northern NSW LHD,2018-2020,6.4,5.3,7.8
Remaining respiratory diseases,Northern NSW LHD,2019-2021,6.8,5.6,8.2
Remaining respiratory diseases,Mid North Coast LHD,2001-2003,8.2,6.3,10.6
Remaining respiratory diseases,Mid North Coast LHD,2002-2004,7.8,6,10
Remaining respiratory diseases,Mid North Coast LHD,2003-2005,8,6.2,10.2
Remaining respiratory diseases,Mid North Coast LHD,2004-2006,9.1,7.2,11.4
Remaining respiratory diseases,Mid North Coast LHD,2005-2007,9.6,7.6,12
Remaining respiratory diseases,Mid North Coast LHD,2006-2008,9,7.2,11.3
Remaining respiratory diseases,Mid North Coast LHD,2007-2009,7.2,5.6,9.2
Remaining respiratory diseases,Mid North Coast LHD,2008-2010,6.9,5.4,8.9
Remaining respiratory diseases,Mid North Coast LHD,2009-2011,8.5,6.7,10.6
Remaining respiratory diseases,Mid North Coast LHD,2010-2012,10.3,8.4,12.6
Remaining respiratory diseases,Mid North Coast LHD,2011-2013,10,8.2,12.3
Remaining respiratory diseases,Mid North Coast LHD,2012-2014,8.9,7.2,11
Remaining respiratory diseases,Mid North Coast LHD,2013-2015,7.9,6.4,9.9
Remaining respiratory diseases,Mid North Coast LHD,2014-2016,6.9,5.5,8.7
Remaining respiratory diseases,Mid North Coast LHD,2015-2017,7.5,6.1,9.3
Remaining respiratory diseases,Mid North Coast LHD,2016-2018,7.7,6.3,9.5
Remaining respiratory diseases,Mid North Coast LHD,2017-2019,8.1,6.6,9.8
Remaining respiratory diseases,Mid North Coast LHD,2018-2020,6.6,5.3,8.2
Remaining respiratory diseases,Mid North Coast LHD,2019-2021,5.9,4.7,7.5
Remaining respiratory diseases,Southern NSW LHD,2001-2003,7.4,5.3,10
Remaining respiratory diseases,Southern NSW LHD,2002-2004,7.9,5.8,10.5
Remaining respiratory diseases,Southern NSW LHD,2003-2005,6.5,4.7,8.9
Remaining respiratory diseases,Southern NSW LHD,2004-2006,4.9,3.3,7
Remaining respiratory diseases,Southern NSW LHD,2005-2007,5.3,3.7,7.5
Remaining respiratory diseases,Southern NSW LHD,2006-2008,7,5.1,9.3
Remaining respiratory diseases,Southern NSW LHD,2007-2009,7.7,5.8,10.1
Remaining respiratory diseases,Southern NSW LHD,2008-2010,7.9,6,10.3
Remaining respiratory diseases,Southern NSW LHD,2009-2011,7,5.3,9.2
Remaining respiratory diseases,Southern NSW LHD,2010-2012,8.1,6.2,10.4
Remaining respiratory diseases,Southern NSW LHD,2011-2013,7.2,5.5,9.3
Remaining respiratory diseases,Southern NSW LHD,2012-2014,7.1,5.4,9.2
Remaining respiratory diseases,Southern NSW LHD,2013-2015,6.6,5,8.6
Remaining respiratory diseases,Southern NSW LHD,2014-2016,7.4,5.7,9.4
Remaining respiratory diseases,Southern NSW LHD,2015-2017,7.2,5.6,9.3
Remaining respiratory diseases,Southern NSW LHD,2016-2018,6.6,5,8.5
Remaining respiratory diseases,Southern NSW LHD,2017-2019,5.3,3.9,7
Remaining respiratory diseases,Southern NSW LHD,2018-2020,4.9,3.6,6.5
Remaining respiratory diseases,Southern NSW LHD,2019-2021,4.9,3.6,6.5
Remaining respiratory diseases,Murrumbidgee LHD,2001-2003,8.6,6.7,10.9
Remaining respiratory diseases,Murrumbidgee LHD,2002-2004,10.8,8.7,13.4
Remaining respiratory diseases,Murrumbidgee LHD,2003-2005,9.8,7.8,12.2
Remaining respiratory diseases,Murrumbidgee LHD,2004-2006,9.9,7.9,12.3
Remaining respiratory diseases,Murrumbidgee LHD,2005-2007,8.7,6.9,11
Remaining respiratory diseases,Murrumbidgee LHD,2006-2008,9.3,7.4,11.6
Remaining respiratory diseases,Murrumbidgee LHD,2007-2009,9.4,7.5,11.7
Remaining respiratory diseases,Murrumbidgee LHD,2008-2010,9.6,7.8,11.9
Remaining respiratory diseases,Murrumbidgee LHD,2009-2011,9.6,7.8,11.8
Remaining respiratory diseases,Murrumbidgee LHD,2010-2012,10.1,8.2,12.3
Remaining respiratory diseases,Murrumbidgee LHD,2011-2013,8.4,6.8,10.4
Remaining respiratory diseases,Murrumbidgee LHD,2012-2014,7.4,5.8,9.2
Remaining respiratory diseases,Murrumbidgee LHD,2013-2015,6.9,5.4,8.8
Remaining respiratory diseases,Murrumbidgee LHD,2014-2016,7.8,6.3,9.7
Remaining respiratory diseases,Murrumbidgee LHD,2015-2017,9.7,8,11.8
Remaining respiratory diseases,Murrumbidgee LHD,2016-2018,9,7.3,11
Remaining respiratory diseases,Murrumbidgee LHD,2017-2019,8.9,7.2,10.8
Remaining respiratory diseases,Murrumbidgee LHD,2018-2020,6.9,5.5,8.6
Remaining respiratory diseases,Murrumbidgee LHD,2019-2021,6.7,5.3,8.4
Remaining respiratory diseases,Western NSW LHD,2001-2003,9.9,7.9,12.3
Remaining respiratory diseases,Western NSW LHD,2002-2004,11.4,9.3,13.9
Remaining respiratory diseases,Western NSW LHD,2003-2005,10.8,8.7,13.2
Remaining respiratory diseases,Western NSW LHD,2004-2006,9.7,7.8,12
Remaining respiratory diseases,Western NSW LHD,2005-2007,11.4,9.3,13.8
Remaining respiratory diseases,Western NSW LHD,2006-2008,13.8,11.5,16.4
Remaining respiratory diseases,Western NSW LHD,2007-2009,15.7,13.2,18.4
Remaining respiratory diseases,Western NSW LHD,2008-2010,14.7,12.4,17.4
Remaining respiratory diseases,Western NSW LHD,2009-2011,14,11.8,16.6
Remaining respiratory diseases,Western NSW LHD,2010-2012,12,10,14.4
Remaining respiratory diseases,Western NSW LHD,2011-2013,10.4,8.5,12.5
Remaining respiratory diseases,Western NSW LHD,2012-2014,8.1,6.5,10
Remaining respiratory diseases,Western NSW LHD,2013-2015,7.1,5.7,8.8
Remaining respiratory diseases,Western NSW LHD,2014-2016,6.5,5.1,8.1
Remaining respiratory diseases,Western NSW LHD,2015-2017,8.4,6.9,10.3
Remaining respiratory diseases,Western NSW LHD,2016-2018,9,7.4,10.9
Remaining respiratory diseases,Western NSW LHD,2017-2019,10.5,8.7,12.5
Remaining respiratory diseases,Western NSW LHD,2018-2020,8.3,6.7,10
Remaining respiratory diseases,Western NSW LHD,2019-2021,7.5,6.1,9.2
Remaining respiratory diseases,Far West LHD,2001-2003,7.8,3.6,15
Remaining respiratory diseases,Far West LHD,2002-2004,10.3,5.3,18.3
Remaining respiratory diseases,Far West LHD,2003-2005,11.5,6.1,19.8
Remaining respiratory diseases,Far West LHD,2004-2006,13.5,7.7,22.3
Remaining respiratory diseases,Far West LHD,2005-2007,16.1,9.8,25.2
Remaining respiratory diseases,Far West LHD,2006-2008,14.8,8.9,23.5
Remaining respiratory diseases,Far West LHD,2007-2009,16.5,10.3,25.4
Remaining respiratory diseases,Far West LHD,2008-2010,14.1,8.5,22.6
Remaining respiratory diseases,Far West LHD,2009-2011,14.1,8.4,22.6
Remaining respiratory diseases,Far West LHD,2010-2012,11.8,6.7,19.8
Remaining respiratory diseases,Far West LHD,2011-2013,9.3,4.9,16.7
Remaining respiratory diseases,Far West LHD,2012-2014,8,4.1,14.8
Remaining respiratory diseases,Far West LHD,2013-2015,11.1,6.1,19.2
Remaining respiratory diseases,Far West LHD,2014-2016,10.1,5.2,18.1
Remaining respiratory diseases,Far West LHD,2015-2017,11,5.8,19.4
Remaining respiratory diseases,Far West LHD,2016-2018,8.6,4.3,15.9
Remaining respiratory diseases,Far West LHD,2017-2019,9.9,5.3,17.6
Remaining respiratory diseases,Far West LHD,2018-2020,7.5,3.7,14.2
Remaining respiratory diseases,Far West LHD,2019-2021,4.8,1.9,10.8
Remaining respiratory diseases,All LHDs,2001-2003,10.1,9.6,10.5
Remaining respiratory diseases,All LHDs,2002-2004,10.9,10.5,11.4
Remaining respiratory diseases,All LHDs,2003-2005,11,10.5,11.4
Remaining respiratory diseases,All LHDs,2004-2006,11.1,10.7,11.5
Remaining respiratory diseases,All LHDs,2005-2007,11.6,11.2,12.1
Remaining respiratory diseases,All LHDs,2006-2008,12.6,12.2,13.1
Remaining respiratory diseases,All LHDs,2007-2009,13.2,12.7,13.6
Remaining respiratory diseases,All LHDs,2008-2010,13,12.6,13.5
Remaining respiratory diseases,All LHDs,2009-2011,12.7,12.3,13.2
Remaining respiratory diseases,All LHDs,2010-2012,13.1,12.6,13.5
Remaining respiratory diseases,All LHDs,2011-2013,11.4,11,11.8
Remaining respiratory diseases,All LHDs,2012-2014,10.1,9.8,10.5
Remaining respiratory diseases,All LHDs,2013-2015,8.2,7.9,8.5
Remaining respiratory diseases,All LHDs,2014-2016,8.2,7.9,8.6
Remaining respiratory diseases,All LHDs,2015-2017,8.3,8,8.7
Remaining respiratory diseases,All LHDs,2016-2018,8.4,8.1,8.8
Remaining respiratory diseases,All LHDs,2017-2019,8.6,8.3,8.9
Remaining respiratory diseases,All LHDs,2018-2020,7.7,7.4,8
Remaining respiratory diseases,All LHDs,2019-2021,7.2,7,7.5
Total,Sydney LHD,2001-2003,58.5,54.6,62.6
Total,Sydney LHD,2002-2004,62.6,58.5,66.8
Total,Sydney LHD,2003-2005,62,58,66.2
Total,Sydney LHD,2004-2006,61.8,57.9,66
Total,Sydney LHD,2005-2007,56.4,52.7,60.3
Total,Sydney LHD,2006-2008,52,48.5,55.7
Total,Sydney LHD,2007-2009,48,44.7,51.5
Total,Sydney LHD,2008-2010,47.3,44,50.7
Total,Sydney LHD,2009-2011,49.8,46.5,53.3
Total,Sydney LHD,2010-2012,52.9,49.5,56.4
Total,Sydney LHD,2011-2013,49.9,46.7,53.3
Total,Sydney LHD,2012-2014,46.9,43.8,50.1
Total,Sydney LHD,2013-2015,40.7,37.9,43.7
Total,Sydney LHD,2014-2016,40.3,37.5,43.2
Total,Sydney LHD,2015-2017,42.1,39.2,45
Total,Sydney LHD,2016-2018,42.2,39.4,45.1
Total,Sydney LHD,2017-2019,43.1,40.3,46
Total,Sydney LHD,2018-2020,37,34.5,39.7
Total,Sydney LHD,2019-2021,35.7,33.2,38.3
Total,South Western Sydney LHD,2001-2003,58.2,54.7,61.9
Total,South Western Sydney LHD,2002-2004,60.2,56.6,63.8
Total,South Western Sydney LHD,2003-2005,57.6,54.2,61.1
Total,South Western Sydney LHD,2004-2006,57.4,54,60.8
Total,South Western Sydney LHD,2005-2007,56.5,53.2,59.8
Total,South Western Sydney LHD,2006-2008,57.4,54.2,60.7
Total,South Western Sydney LHD,2007-2009,55.6,52.6,58.8
Total,South Western Sydney LHD,2008-2010,52.4,49.5,55.5
Total,South Western Sydney LHD,2009-2011,51.5,48.6,54.5
Total,South Western Sydney LHD,2010-2012,51.5,48.7,54.5
Total,South Western Sydney LHD,2011-2013,50.8,48.1,53.7
Total,South Western Sydney LHD,2012-2014,49.3,46.7,52.1
Total,South Western Sydney LHD,2013-2015,47.7,45.1,50.4
Total,South Western Sydney LHD,2014-2016,48.9,46.3,51.5
Total,South Western Sydney LHD,2015-2017,51.8,49.2,54.5
Total,South Western Sydney LHD,2016-2018,50.7,48.2,53.3
Total,South Western Sydney LHD,2017-2019,49.4,47,52
Total,South Western Sydney LHD,2018-2020,43.5,41.3,45.9
Total,South Western Sydney LHD,2019-2021,41.7,39.5,43.9
Total,South Eastern Sydney LHD,2001-2003,47.3,44.7,50
Total,South Eastern Sydney LHD,2002-2004,48,45.4,50.7
Total,South Eastern Sydney LHD,2003-2005,44.1,41.6,46.6
Total,South Eastern Sydney LHD,2004-2006,40.3,37.9,42.7
Total,South Eastern Sydney LHD,2005-2007,39.6,37.3,42
Total,South Eastern Sydney LHD,2006-2008,43.2,40.8,45.7
Total,South Eastern Sydney LHD,2007-2009,44,41.7,46.5
Total,South Eastern Sydney LHD,2008-2010,44.6,42.2,47
Total,South Eastern Sydney LHD,2009-2011,41.4,39.1,43.7
Total,South Eastern Sydney LHD,2010-2012,42.8,40.5,45.1
Total,South Eastern Sydney LHD,2011-2013,40.2,38.1,42.5
Total,South Eastern Sydney LHD,2012-2014,40.5,38.3,42.7
Total,South Eastern Sydney LHD,2013-2015,38.2,36.1,40.4
Total,South Eastern Sydney LHD,2014-2016,37.5,35.4,39.6
Total,South Eastern Sydney LHD,2015-2017,38.7,36.6,40.8
Total,South Eastern Sydney LHD,2016-2018,37.8,35.8,39.9
Total,South Eastern Sydney LHD,2017-2019,38.3,36.3,40.4
Total,South Eastern Sydney LHD,2018-2020,34.9,33,36.9
Total,South Eastern Sydney LHD,2019-2021,33.3,31.4,35.2
Total,Illawarra Shoalhaven LHD,2001-2003,54.8,50.6,59.1
Total,Illawarra Shoalhaven LHD,2002-2004,55.8,51.7,60.1
Total,Illawarra Shoalhaven LHD,2003-2005,55.1,51.1,59.3
Total,Illawarra Shoalhaven LHD,2004-2006,52.9,49.1,57
Total,Illawarra Shoalhaven LHD,2005-2007,49.7,46,53.6
Total,Illawarra Shoalhaven LHD,2006-2008,48.4,44.8,52.2
Total,Illawarra Shoalhaven LHD,2007-2009,45.3,41.9,48.8
Total,Illawarra Shoalhaven LHD,2008-2010,45.5,42.2,49
Total,Illawarra Shoalhaven LHD,2009-2011,46.5,43.2,50
Total,Illawarra Shoalhaven LHD,2010-2012,49.7,46.4,53.2
Total,Illawarra Shoalhaven LHD,2011-2013,50.8,47.4,54.3
Total,Illawarra Shoalhaven LHD,2012-2014,52,48.7,55.6
Total,Illawarra Shoalhaven LHD,2013-2015,50.4,47.1,53.8
Total,Illawarra Shoalhaven LHD,2014-2016,51.9,48.7,55.4
Total,Illawarra Shoalhaven LHD,2015-2017,53,49.8,56.4
Total,Illawarra Shoalhaven LHD,2016-2018,53,49.8,56.4
Total,Illawarra Shoalhaven LHD,2017-2019,52.4,49.2,55.7
Total,Illawarra Shoalhaven LHD,2018-2020,48.1,45.1,51.3
Total,Illawarra Shoalhaven LHD,2019-2021,47,44.1,50.1
Total,Western Sydney LHD,2001-2003,57.4,53.7,61.2
Total,Western Sydney LHD,2002-2004,63.2,59.4,67.2
Total,Western Sydney LHD,2003-2005,60.1,56.4,64
Total,Western Sydney LHD,2004-2006,56.8,53.3,60.5
Total,Western Sydney LHD,2005-2007,52.2,48.9,55.7
Total,Western Sydney LHD,2006-2008,49.3,46.1,52.7
Total,Western Sydney LHD,2007-2009,48.5,45.4,51.8
Total,Western Sydney LHD,2008-2010,48.7,45.7,51.9
Total,Western Sydney LHD,2009-2011,51.3,48.2,54.5
Total,Western Sydney LHD,2010-2012,53,49.9,56.2
Total,Western Sydney LHD,2011-2013,50.5,47.5,53.6
Total,Western Sydney LHD,2012-2014,49.7,46.8,52.7
Total,Western Sydney LHD,2013-2015,47.2,44.4,50.1
Total,Western Sydney LHD,2014-2016,48.8,46,51.7
Total,Western Sydney LHD,2015-2017,48.8,46,51.6
Total,Western Sydney LHD,2016-2018,47.4,44.7,50.1
Total,Western Sydney LHD,2017-2019,46.9,44.3,49.6
Total,Western Sydney LHD,2018-2020,41.6,39.2,44
Total,Western Sydney LHD,2019-2021,41,38.6,43.4
Total,Nepean Blue Mountains LHD,2001-2003,61.2,55.7,67
Total,Nepean Blue Mountains LHD,2002-2004,66,60.4,72
Total,Nepean Blue Mountains LHD,2003-2005,68.9,63.2,75
Total,Nepean Blue Mountains LHD,2004-2006,66.2,60.7,72.2
Total,Nepean Blue Mountains LHD,2005-2007,62.1,56.7,67.8
Total,Nepean Blue Mountains LHD,2006-2008,57.5,52.5,62.9
Total,Nepean Blue Mountains LHD,2007-2009,55.1,50.2,60.3
Total,Nepean Blue Mountains LHD,2008-2010,53.4,48.7,58.5
Total,Nepean Blue Mountains LHD,2009-2011,56.8,52,61.9
Total,Nepean Blue Mountains LHD,2010-2012,58.6,53.9,63.7
Total,Nepean Blue Mountains LHD,2011-2013,60,55.3,65.1
Total,Nepean Blue Mountains LHD,2012-2014,56.8,52.3,61.7
Total,Nepean Blue Mountains LHD,2013-2015,60,55.4,64.8
Total,Nepean Blue Mountains LHD,2014-2016,63.9,59.3,68.9
Total,Nepean Blue Mountains LHD,2015-2017,68.6,63.8,73.6
Total,Nepean Blue Mountains LHD,2016-2018,65.1,60.5,70
Total,Nepean Blue Mountains LHD,2017-2019,60.7,56.3,65.3
Total,Nepean Blue Mountains LHD,2018-2020,52.4,48.5,56.6
Total,Nepean Blue Mountains LHD,2019-2021,48.8,45.1,52.8
Total,Northern Sydney LHD,2001-2003,48.3,45.9,50.9
Total,Northern Sydney LHD,2002-2004,50.2,47.7,52.8
Total,Northern Sydney LHD,2003-2005,48.5,46.1,51.1
Total,Northern Sydney LHD,2004-2006,44.4,42.1,46.8
Total,Northern Sydney LHD,2005-2007,39.9,37.7,42.2
Total,Northern Sydney LHD,2006-2008,38,35.9,40.2
Total,Northern Sydney LHD,2007-2009,36,33.9,38.1
Total,Northern Sydney LHD,2008-2010,36.3,34.3,38.4
Total,Northern Sydney LHD,2009-2011,37,35,39.1
Total,Northern Sydney LHD,2010-2012,39.4,37.3,41.5
Total,Northern Sydney LHD,2011-2013,36.5,34.6,38.5
Total,Northern Sydney LHD,2012-2014,34.5,32.6,36.4
Total,Northern Sydney LHD,2013-2015,32.3,30.5,34.2
Total,Northern Sydney LHD,2014-2016,34.5,32.6,36.4
Total,Northern Sydney LHD,2015-2017,36.7,34.8,38.7
Total,Northern Sydney LHD,2016-2018,35.7,33.8,37.6
Total,Northern Sydney LHD,2017-2019,34.4,32.6,36.2
Total,Northern Sydney LHD,2018-2020,30.3,28.6,32
Total,Northern Sydney LHD,2019-2021,28.5,26.9,30.2
Total,Central Coast LHD,2001-2003,70,65.4,74.9
Total,Central Coast LHD,2002-2004,67.5,63,72.2
Total,Central Coast LHD,2003-2005,63,58.8,67.6
Total,Central Coast LHD,2004-2006,60.5,56.4,64.9
Total,Central Coast LHD,2005-2007,59.8,55.7,64.1
Total,Central Coast LHD,2006-2008,59.5,55.5,63.7
Total,Central Coast LHD,2007-2009,60.7,56.7,64.9
Total,Central Coast LHD,2008-2010,58.4,54.5,62.5
Total,Central Coast LHD,2009-2011,56.5,52.7,60.5
Total,Central Coast LHD,2010-2012,56.8,53,60.7
Total,Central Coast LHD,2011-2013,55.4,51.7,59.3
Total,Central Coast LHD,2012-2014,58.5,54.8,62.5
Total,Central Coast LHD,2013-2015,57.6,53.9,61.5
Total,Central Coast LHD,2014-2016,58.6,54.9,62.5
Total,Central Coast LHD,2015-2017,61.1,57.4,65.1
Total,Central Coast LHD,2016-2018,60.6,56.9,64.6
Total,Central Coast LHD,2017-2019,63.5,59.7,67.4
Total,Central Coast LHD,2018-2020,56.7,53.2,60.4
Total,Central Coast LHD,2019-2021,54,50.7,57.6
Total,Hunter New England LHD,2001-2003,58.9,56.1,61.8
Total,Hunter New England LHD,2002-2004,59.2,56.5,62.1
Total,Hunter New England LHD,2003-2005,55.9,53.3,58.7
Total,Hunter New England LHD,2004-2006,55.2,52.7,57.9
Total,Hunter New England LHD,2005-2007,52.1,49.7,54.7
Total,Hunter New England LHD,2006-2008,51.4,49,54
Total,Hunter New England LHD,2007-2009,48.9,46.5,51.4
Total,Hunter New England LHD,2008-2010,48.8,46.5,51.3
Total,Hunter New England LHD,2009-2011,47.7,45.4,50
Total,Hunter New England LHD,2010-2012,49.9,47.6,52.3
Total,Hunter New England LHD,2011-2013,50.5,48.2,52.9
Total,Hunter New England LHD,2012-2014,52.7,50.4,55.1
Total,Hunter New England LHD,2013-2015,51.5,49.3,53.8
Total,Hunter New England LHD,2014-2016,51.9,49.7,54.2
Total,Hunter New England LHD,2015-2017,54.8,52.6,57.2
Total,Hunter New England LHD,2016-2018,54.5,52.3,56.9
Total,Hunter New England LHD,2017-2019,55.4,53.1,57.7
Total,Hunter New England LHD,2018-2020,48.4,46.3,50.5
Total,Hunter New England LHD,2019-2021,46.2,44.2,48.3
Total,Northern NSW LHD,2001-2003,52.3,48.1,56.8
Total,Northern NSW LHD,2002-2004,53.3,49.1,57.8
Total,Northern NSW LHD,2003-2005,51.8,47.7,56.2
Total,Northern NSW LHD,2004-2006,48.3,44.4,52.5
Total,Northern NSW LHD,2005-2007,47.6,43.8,51.8
Total,Northern NSW LHD,2006-2008,45.7,42,49.7
Total,Northern NSW LHD,2007-2009,43.7,40.1,47.5
Total,Northern NSW LHD,2008-2010,40.3,37,43.9
Total,Northern NSW LHD,2009-2011,43.3,39.9,47
Total,Northern NSW LHD,2010-2012,45.7,42.2,49.5
Total,Northern NSW LHD,2011-2013,47.1,43.6,50.8
Total,Northern NSW LHD,2012-2014,46.4,43,50.1
Total,Northern NSW LHD,2013-2015,45.4,42,49
Total,Northern NSW LHD,2014-2016,48.2,44.8,51.8
Total,Northern NSW LHD,2015-2017,49.2,45.8,52.9
Total,Northern NSW LHD,2016-2018,49.5,46.1,53.2
Total,Northern NSW LHD,2017-2019,49.4,46,53
Total,Northern NSW LHD,2018-2020,47.4,44.1,51
Total,Northern NSW LHD,2019-2021,43.8,40.7,47.2
Total,Mid North Coast LHD,2001-2003,57.4,52.2,63
Total,Mid North Coast LHD,2002-2004,52.4,47.6,57.7
Total,Mid North Coast LHD,2003-2005,57.5,52.5,63
Total,Mid North Coast LHD,2004-2006,56.5,51.6,61.8
Total,Mid North Coast LHD,2005-2007,58.7,53.8,64
Total,Mid North Coast LHD,2006-2008,52,47.5,57
Total,Mid North Coast LHD,2007-2009,49.5,45.1,54.3
Total,Mid North Coast LHD,2008-2010,46.9,42.8,51.5
Total,Mid North Coast LHD,2009-2011,51.1,46.8,55.8
Total,Mid North Coast LHD,2010-2012,53.4,49,58.1
Total,Mid North Coast LHD,2011-2013,54.6,50.2,59.4
Total,Mid North Coast LHD,2012-2014,55.3,50.9,60.1
Total,Mid North Coast LHD,2013-2015,53.2,48.9,57.8
Total,Mid North Coast LHD,2014-2016,50.7,46.6,55.1
Total,Mid North Coast LHD,2015-2017,50.7,46.7,55
Total,Mid North Coast LHD,2016-2018,51,47,55.2
Total,Mid North Coast LHD,2017-2019,54.1,50.1,58.4
Total,Mid North Coast LHD,2018-2020,48.8,45,52.9
Total,Mid North Coast LHD,2019-2021,47,43.4,51
Total,Southern NSW LHD,2001-2003,56.9,50.9,63.4
Total,Southern NSW LHD,2002-2004,58.6,52.6,65.1
Total,Southern NSW LHD,2003-2005,57.7,51.9,64.1
Total,Southern NSW LHD,2004-2006,53.2,47.7,59.2
Total,Southern NSW LHD,2005-2007,51.3,46,57.1
Total,Southern NSW LHD,2006-2008,52.3,47,58.1
Total,Southern NSW LHD,2007-2009,52.4,47.2,58.1
Total,Southern NSW LHD,2008-2010,50.6,45.5,56.1
Total,Southern NSW LHD,2009-2011,48.4,43.6,53.7
Total,Southern NSW LHD,2010-2012,51,46.1,56.3
Total,Southern NSW LHD,2011-2013,50.1,45.4,55.3
Total,Southern NSW LHD,2012-2014,53.6,48.7,58.8
Total,Southern NSW LHD,2013-2015,53.9,49.1,59.1
Total,Southern NSW LHD,2014-2016,56.5,51.6,61.7
Total,Southern NSW LHD,2015-2017,59.8,54.8,65.2
Total,Southern NSW LHD,2016-2018,58.5,53.6,63.7
Total,Southern NSW LHD,2017-2019,58.9,54.1,64
Total,Southern NSW LHD,2018-2020,50.7,46.3,55.4
Total,Southern NSW LHD,2019-2021,47.3,43.2,51.9
Total,Murrumbidgee LHD,2001-2003,66.6,61,72.5
Total,Murrumbidgee LHD,2002-2004,70.7,65,76.8
Total,Murrumbidgee LHD,2003-2005,67.2,61.7,73.1
Total,Murrumbidgee LHD,2004-2006,59.6,54.5,65.1
Total,Murrumbidgee LHD,2005-2007,57.3,52.4,62.6
Total,Murrumbidgee LHD,2006-2008,53.5,48.8,58.6
Total,Murrumbidgee LHD,2007-2009,50.5,46,55.4
Total,Murrumbidgee LHD,2008-2010,50.3,45.9,55.1
Total,Murrumbidgee LHD,2009-2011,51,46.5,55.7
Total,Murrumbidgee LHD,2010-2012,53.9,49.4,58.7
Total,Murrumbidgee LHD,2011-2013,49.7,45.4,54.2
Total,Murrumbidgee LHD,2012-2014,49.3,45.2,53.9
Total,Murrumbidgee LHD,2013-2015,52.4,48.1,57
Total,Murrumbidgee LHD,2014-2016,57.1,52.7,61.9
Total,Murrumbidgee LHD,2015-2017,60.5,56,65.3
Total,Murrumbidgee LHD,2016-2018,56.6,52.3,61.3
Total,Murrumbidgee LHD,2017-2019,56.6,52.3,61.1
Total,Murrumbidgee LHD,2018-2020,51.5,47.4,55.8
Total,Murrumbidgee LHD,2019-2021,51.9,47.9,56.2
Total,Western NSW LHD,2001-2003,68.9,63.4,74.8
Total,Western NSW LHD,2002-2004,70.6,65,76.4
Total,Western NSW LHD,2003-2005,66.4,61.1,72.1
Total,Western NSW LHD,2004-2006,63.2,58,68.7
Total,Western NSW LHD,2005-2007,59.4,54.5,64.7
Total,Western NSW LHD,2006-2008,60.5,55.6,65.7
Total,Western NSW LHD,2007-2009,62.4,57.5,67.7
Total,Western NSW LHD,2008-2010,64.6,59.7,69.9
Total,Western NSW LHD,2009-2011,64.8,59.9,70
Total,Western NSW LHD,2010-2012,63.8,59.1,68.9
Total,Western NSW LHD,2011-2013,59.4,54.8,64.2
Total,Western NSW LHD,2012-2014,59.5,55,64.3
Total,Western NSW LHD,2013-2015,59.1,54.7,63.8
Total,Western NSW LHD,2014-2016,67.6,62.9,72.6
Total,Western NSW LHD,2015-2017,75.9,71,81.2
Total,Western NSW LHD,2016-2018,77.7,72.7,82.9
Total,Western NSW LHD,2017-2019,74.4,69.6,79.5
Total,Western NSW LHD,2018-2020,64.3,59.9,69
Total,Western NSW LHD,2019-2021,59.9,55.7,64.4
Total,Far West LHD,2001-2003,64.6,50.9,81.1
Total,Far West LHD,2002-2004,67.3,53.1,84.2
Total,Far West LHD,2003-2005,77,61.7,95.1
Total,Far West LHD,2004-2006,71.4,56.9,88.6
Total,Far West LHD,2005-2007,74,59.6,91.1
Total,Far West LHD,2006-2008,66.7,53.3,82.8
Total,Far West LHD,2007-2009,69.2,55.7,85.4
Total,Far West LHD,2008-2010,63.8,50.8,79.5
Total,Far West LHD,2009-2011,63.1,50.3,78.6
Total,Far West LHD,2010-2012,62.4,49.7,77.8
Total,Far West LHD,2011-2013,68.9,55.6,84.8
Total,Far West LHD,2012-2014,63.6,51,78.8
Total,Far West LHD,2013-2015,72.1,58.4,88.4
Total,Far West LHD,2014-2016,58.7,46.3,73.8
Total,Far West LHD,2015-2017,65.8,52.5,81.8
Total,Far West LHD,2016-2018,56.3,44.3,70.9
Total,Far West LHD,2017-2019,65.3,52.4,80.9
Total,Far West LHD,2018-2020,69.5,56.3,85.3
Total,Far West LHD,2019-2021,65.5,52.9,80.8
Total,All LHDs,2001-2003,57.2,56.1,58.2
Total,All LHDs,2002-2004,58.5,57.4,59.5
Total,All LHDs,2003-2005,56.2,55.2,57.2
Total,All LHDs,2004-2006,53.4,52.5,54.4
Total,All LHDs,2005-2007,51,50.1,52
Total,All LHDs,2006-2008,50,49.1,50.9
Total,All LHDs,2007-2009,48.6,47.7,49.5
Total,All LHDs,2008-2010,48,47.1,48.9
Total,All LHDs,2009-2011,48.1,47.3,49
