"Influenza and pneumonia hospitalisations by Age (years), Sex and LHD",,,,,,
Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
All ages,Persons,Northern Sydney LHD,20/21,156.3,148.9,163.9
All ages,Persons,Central Coast LHD,1-Feb,239.5,223.3,256.5
All ages,Persons,Central Coast LHD,2-Mar,258.9,242.1,276.5
All ages,Persons,Central Coast LHD,3-Apr,258.3,241.6,276
All ages,Persons,Central Coast LHD,4-May,229.9,214.1,246.6
All ages,Persons,Central Coast LHD,5-Jun,258,241.3,275.6
All ages,Persons,Central Coast LHD,6-Jul,237.2,221.5,253.8
All ages,Persons,Central Coast LHD,7-Aug,245.6,229.8,262.3
All ages,Persons,Central Coast LHD,8-Sep,256.6,240.4,273.5
All ages,Persons,Central Coast LHD,9-Oct,248.9,233.1,265.6
All ages,Persons,Central Coast LHD,10-Nov,286.4,269.5,304
All ages,Persons,Central Coast LHD,11-Dec,268.2,252.2,285.1
All ages,Persons,Central Coast LHD,Dec-13,260.8,245.1,277.3
All ages,Persons,Central Coast LHD,13/14,255.4,240.3,271.3
All ages,Persons,Central Coast LHD,14/15,329,311.3,347.5
All ages,Persons,Central Coast LHD,15/16,345.3,327.2,364
All ages,Persons,Central Coast LHD,16/17,287,271.1,303.5
All ages,Persons,Central Coast LHD,17/18,376.8,358.4,396.1
All ages,Persons,Central Coast LHD,18/19,376,357.3,395.4
All ages,Persons,Central Coast LHD,19/20,369.9,351.6,388.9
All ages,Persons,Central Coast LHD,20/21,199.8,186.6,213.7
All ages,Persons,Hunter New England LHD,1-Feb,294.8,283.5,306.5
All ages,Persons,Hunter New England LHD,2-Mar,308.8,297.3,320.6
All ages,Persons,Hunter New England LHD,3-Apr,311.3,299.8,323.2
All ages,Persons,Hunter New England LHD,4-May,314.3,302.9,326.1
All ages,Persons,Hunter New England LHD,5-Jun,277.7,266.9,288.8
All ages,Persons,Hunter New England LHD,6-Jul,272.6,262,283.5
All ages,Persons,Hunter New England LHD,7-Aug,292,281.2,303.2
All ages,Persons,Hunter New England LHD,8-Sep,270.1,259.8,280.7
All ages,Persons,Hunter New England LHD,9-Oct,277.5,267.1,288.3
All ages,Persons,Hunter New England LHD,10-Nov,291.4,280.8,302.3
All ages,Persons,Hunter New England LHD,11-Dec,302.9,292.1,314
All ages,Persons,Hunter New England LHD,Dec-13,261.2,251.5,271.3
All ages,Persons,Hunter New England LHD,13/14,277.4,267.4,287.6
All ages,Persons,Hunter New England LHD,14/15,349,337.8,360.4
All ages,Persons,Hunter New England LHD,15/16,351,339.7,362.5
All ages,Persons,Hunter New England LHD,16/17,364.6,353.3,376.1
All ages,Persons,Hunter New England LHD,17/18,425.3,413.2,437.6
All ages,Persons,Hunter New England LHD,18/19,376.5,365.1,388.2
All ages,Persons,Hunter New England LHD,19/20,350.5,339.6,361.6
All ages,Persons,Hunter New England LHD,20/21,222.2,213.8,230.9
All ages,Persons,Northern NSW LHD,1-Feb,328.8,307.9,350.7
All ages,Persons,Northern NSW LHD,2-Mar,335.6,314.8,357.4
All ages,Persons,Northern NSW LHD,3-Apr,298.3,278.8,318.8
All ages,Persons,Northern NSW LHD,4-May,270.6,252,290.3
All ages,Persons,Northern NSW LHD,5-Jun,287.4,268.3,307.6
All ages,Persons,Northern NSW LHD,6-Jul,255.8,237.9,274.8
All ages,Persons,Northern NSW LHD,7-Aug,311.7,292.1,332.2
All ages,Persons,Northern NSW LHD,8-Sep,299.9,280.8,319.9
All ages,Persons,Northern NSW LHD,9-Oct,302.4,283.2,322.6
All ages,Persons,Northern NSW LHD,10-Nov,267.2,249.3,286
All ages,Persons,Northern NSW LHD,11-Dec,306,287.2,325.7
All ages,Persons,Northern NSW LHD,Dec-13,264.4,247.2,282.5
All ages,Persons,Northern NSW LHD,13/14,271.7,254.2,290.3
All ages,Persons,Northern NSW LHD,14/15,304.4,285.9,323.7
All ages,Persons,Northern NSW LHD,15/16,341.9,322.1,362.6
All ages,Persons,Northern NSW LHD,16/17,321.5,302.9,340.9
All ages,Persons,Northern NSW LHD,17/18,399.2,378.5,420.8
All ages,Persons,Northern NSW LHD,18/19,370.3,349.5,392
All ages,Persons,Northern NSW LHD,19/20,396.5,375.5,418.3
All ages,Persons,Northern NSW LHD,20/21,205.8,191.2,221.3
All ages,Persons,Mid North Coast LHD,1-Feb,337.1,312.2,363.6
All ages,Persons,Mid North Coast LHD,2-Mar,376.5,350.4,404.1
All ages,Persons,Mid North Coast LHD,3-Apr,431.3,403.2,460.8
All ages,Persons,Mid North Coast LHD,4-May,373,347.3,400.3
All ages,Persons,Mid North Coast LHD,5-Jun,337.5,313.2,363.1
All ages,Persons,Mid North Coast LHD,6-Jul,328,304.3,353.1
All ages,Persons,Mid North Coast LHD,7-Aug,381.9,356.5,408.6
All ages,Persons,Mid North Coast LHD,8-Sep,372.2,347.4,398.4
All ages,Persons,Mid North Coast LHD,9-Oct,345.2,321.4,370.4
All ages,Persons,Mid North Coast LHD,10-Nov,311.8,290.1,334.8
All ages,Persons,Mid North Coast LHD,11-Dec,340.7,317.7,365.1
All ages,Persons,Mid North Coast LHD,Dec-13,361,338.1,385.2
All ages,Persons,Mid North Coast LHD,13/14,297.6,277.7,318.8
All ages,Persons,Mid North Coast LHD,14/15,365.6,342.8,389.6
All ages,Persons,Mid North Coast LHD,15/16,399.8,375.3,425.6
All ages,Persons,Mid North Coast LHD,16/17,348.7,326.4,372.3
All ages,Persons,Mid North Coast LHD,17/18,388.3,364.9,412.8
All ages,Persons,Mid North Coast LHD,18/19,367.9,345.1,391.9
All ages,Persons,Mid North Coast LHD,19/20,365.2,342.5,389.1
All ages,Persons,Mid North Coast LHD,20/21,265,245.9,285.4
All ages,Persons,Southern NSW LHD,1-Feb,306.4,281.6,332.8
All ages,Persons,Southern NSW LHD,2-Mar,333,307.4,360.2
All ages,Persons,Southern NSW LHD,3-Apr,337.3,311.7,364.5
All ages,Persons,Southern NSW LHD,4-May,322.5,297.7,348.9
All ages,Persons,Southern NSW LHD,5-Jun,278.8,255.9,303.3
All ages,Persons,Southern NSW LHD,6-Jul,269.4,247.5,292.8
All ages,Persons,Southern NSW LHD,7-Aug,348.9,324,375.4
All ages,Persons,Southern NSW LHD,8-Sep,349,324.6,374.9
All ages,Persons,Southern NSW LHD,9-Oct,341.2,317.1,366.7
All ages,Persons,Southern NSW LHD,10-Nov,420.8,394,449
All ages,Persons,Southern NSW LHD,11-Dec,367.3,342.6,393.4
All ages,Persons,Southern NSW LHD,Dec-13,326.3,303.6,350.4
All ages,Persons,Southern NSW LHD,13/14,314.6,292.2,338.4
All ages,Persons,Southern NSW LHD,14/15,339.8,316.6,364.4
All ages,Persons,Southern NSW LHD,15/16,375.5,350.9,401.4
All ages,Persons,Southern NSW LHD,16/17,419.8,394.5,446.3
All ages,Persons,Southern NSW LHD,17/18,469.1,442.4,496.9
All ages,Persons,Southern NSW LHD,18/19,416.2,390.7,443
All ages,Persons,Southern NSW LHD,19/20,381.8,358.3,406.6
All ages,Persons,Southern NSW LHD,20/21,279.9,260.1,300.9
All ages,Persons,Murrumbidgee LHD,1-Feb,390,365.8,415.4
All ages,Persons,Murrumbidgee LHD,2-Mar,442.2,416.6,469
All ages,Persons,Murrumbidgee LHD,3-Apr,429.4,404.1,456
All ages,Persons,Murrumbidgee LHD,4-May,417.5,392.5,443.7
All ages,Persons,Murrumbidgee LHD,5-Jun,431.3,406.2,457.6
All ages,Persons,Murrumbidgee LHD,6-Jul,367.9,344.9,392
All ages,Persons,Murrumbidgee LHD,7-Aug,436.3,411.3,462.5
All ages,Persons,Murrumbidgee LHD,8-Sep,413,388.7,438.3
All ages,Persons,Murrumbidgee LHD,9-Oct,395.2,371.4,420
All ages,Persons,Murrumbidgee LHD,10-Nov,469.7,443.8,496.7
All ages,Persons,Murrumbidgee LHD,11-Dec,417.9,393.8,443
All ages,Persons,Murrumbidgee LHD,Dec-13,387.4,364.6,411.3
All ages,Persons,Murrumbidgee LHD,13/14,396.2,373.3,420.1
All ages,Persons,Murrumbidgee LHD,14/15,476.8,451.8,502.9
All ages,Persons,Murrumbidgee LHD,15/16,501.6,475.7,528.6
All ages,Persons,Murrumbidgee LHD,16/17,499.3,473.7,526
All ages,Persons,Murrumbidgee LHD,17/18,540.2,513.8,567.7
All ages,Persons,Murrumbidgee LHD,18/19,526.1,499.8,553.3
All ages,Persons,Murrumbidgee LHD,19/20,489.9,464.9,515.9
All ages,Persons,Murrumbidgee LHD,20/21,316.8,297,337.5
All ages,Persons,Western NSW LHD,1-Feb,493.6,467.7,520.6
All ages,Persons,Western NSW LHD,2-Mar,529.4,502.6,557.3
All ages,Persons,Western NSW LHD,3-Apr,558,530.3,586.7
All ages,Persons,Western NSW LHD,4-May,490.5,464.6,517.4
All ages,Persons,Western NSW LHD,5-Jun,501.7,475.5,529
All ages,Persons,Western NSW LHD,6-Jul,408.1,384.9,432.4
All ages,Persons,Western NSW LHD,7-Aug,487.4,462,514
All ages,Persons,Western NSW LHD,8-Sep,466.3,441.6,492.1
All ages,Persons,Western NSW LHD,9-Oct,471.9,447.2,497.7
All ages,Persons,Western NSW LHD,10-Nov,508,482.5,534.6
All ages,Persons,Western NSW LHD,11-Dec,464.7,440.7,489.8
All ages,Persons,Western NSW LHD,Dec-13,432.1,409.4,455.8
All ages,Persons,Western NSW LHD,13/14,402.5,380.5,425.4
All ages,Persons,Western NSW LHD,14/15,436.8,414.2,460.4
All ages,Persons,Western NSW LHD,15/16,493.4,469.2,518.7
All ages,Persons,Western NSW LHD,16/17,539.2,514.1,565.2
All ages,Persons,Western NSW LHD,17/18,515.6,491.2,541
All ages,Persons,Western NSW LHD,18/19,472.4,448.9,496.9
All ages,Persons,Western NSW LHD,19/20,444.9,422.1,468.6
All ages,Persons,Western NSW LHD,20/21,312.1,293.3,331.7
All ages,Persons,All LHDs,1-Feb,279.4,275.4,283.4
All ages,Persons,All LHDs,2-Mar,288.9,284.8,292.9
All ages,Persons,All LHDs,3-Apr,295.8,291.8,300
All ages,Persons,All LHDs,4-May,281.2,277.2,285.1
All ages,Persons,All LHDs,5-Jun,267.3,263.5,271.2
All ages,Persons,All LHDs,6-Jul,255.5,251.8,259.2
All ages,Persons,All LHDs,7-Aug,287.3,283.5,291.2
All ages,Persons,All LHDs,8-Sep,275.3,271.6,279.1
All ages,Persons,All LHDs,9-Oct,273.7,270,277.5
All ages,Persons,All LHDs,10-Nov,287.4,283.6,291.2
All ages,Persons,All LHDs,11-Dec,297.9,294.1,301.7
All ages,Persons,All LHDs,Dec-13,271,267.5,274.6
All ages,Persons,All LHDs,13/14,272.8,269.3,276.4
All ages,Persons,All LHDs,14/15,325.6,321.7,329.5
All ages,Persons,All LHDs,15/16,334.6,330.7,338.5
All ages,Persons,All LHDs,16/17,337.4,333.6,341.3
All ages,Persons,All LHDs,17/18,391.3,387.2,395.4
All ages,Persons,All LHDs,18/19,372.6,368.6,376.6
All ages,Persons,All LHDs,19/20,351.5,347.7,355.4
All ages,Persons,All LHDs,20/21,206.3,203.4,209.2
